Property_ID,Location,Area_sq_ft,Bedrooms,Bathrooms,Year_Built,Amenities,Price
P01960,Torresshire,3275,1,1,1980,Garden,765914
P01961,Williamsborough,3138,1,1,1996,None,104523
P01962,East Ashleymouth,2674,2,2,2010,None,686726
P01963,New Williamstad,2242,5,2,2005,Pool,202100
P01964,East Chadberg,2134,4,1,1987,Pool,516548
P01965,Timothyton,465,3,2,2008,Pool,74402
P01966,South Maryview,702,1,1,2013,Garden,272764
P01967,Joneston,1183,5,2,2015,Garden,907222
P01968,Chrisshire,3294,2,2,1993,Pool,809396
P01969,Fredericktown,1313,5,2,2007,Garden,931909
P01970,Glassburgh,1110,3,2,2007,Garage,432493
P01971,Karlamouth,908,3,3,2015,Garage,862538
P01972,Lake Scottville,2860,5,2,1989,None,776614
P01973,Watsonfort,565,2,1,1990,Pool,790456
P01974,Ruizstad,1253,4,3,1984,Garage,554888
P01975,Laurahaven,3178,4,1,2000,Garden,764378
P01976,South Carol,3113,3,3,2016,None,772234
P01977,Port Jordanville,2470,4,3,2018,Garden,738360
P01978,North Amber,1481,2,3,2004,Garage,876915
P01979,Stevensbury,1337,4,1,1990,None,781952
P01980,West Tyrone,4532,1,1,2005,Pool,184086
P01981,Derekberg,493,2,1,2016,Pool,664638
P01982,Port Ana,4631,4,2,2015,None,871076
P01983,East Sandra,946,5,1,1984,Pool,286570
P01984,West Carriefurt,3721,3,3,2011,Pool,566941
P01985,North Annette,2032,3,3,1993,Garage,289405
P01986,East Johnbury,2593,1,1,2006,Pool,669595
P01987,Weissland,4200,1,1,2011,Garage,449129
P01988,New Jasmine,2103,3,1,1999,Garden,345237
P01989,West Robert,1407,5,3,1990,Garage,102892
P01990,New Patricia,3455,1,3,2009,Garden,677328
P01991,West Monica,4643,2,2,1992,Garden,480258
P01992,Orrport,592,2,1,2018,Garden,795622
P01993,Port Elizabeth,3980,5,2,2020,Garden,615750
P01994,North Michelle,1317,2,2,2014,Garden,769986
P01995,West Deanburgh,1548,2,1,2009,Garage,710733
P01996,Williamsmouth,1150,4,2,2018,Pool,363621
P01997,Paulamouth,770,2,3,2013,Garden,572899
P01998,West Brian,4156,5,2,2009,Garden,396495
P01999,Rodriguezville,948,5,2,1993,None,58318
P02000,East Deborah,1333,4,2,2000,Garage,242334
P02001,Gomezstad,2610,2,3,2010,Pool,850980
P02002,New Shannonfurt,3219,5,1,2012,None,509375
P02003,Wendyside,4400,1,2,2006,None,398097
P02004,West Melissafurt,509,5,1,2006,None,668579
P02005,New Yvonne,3155,3,3,1992,Pool,280074
P02006,Wrighttown,2092,5,2,1996,None,247847
P02007,Dustinfort,2054,4,2,2010,Pool,824046
P02008,Georgeborough,4530,5,3,1981,None,180225
P02009,Rogerstown,4494,2,1,1996,None,292425
P02010,Moonview,2734,2,3,1991,Pool,713759
P02011,Alexfort,4312,3,3,1999,Pool,730056
P02012,South Pamela,3120,5,2,1985,None,434209
P02013,Grantport,1781,1,1,1987,Garage,691312
P02014,Teresahaven,2298,4,2,1984,Garage,836524
P02015,Jonathanshire,4746,3,2,1983,Garage,721507
P02016,Lake Theresa,3658,2,2,1984,Pool,797112
P02017,Port Joseph,2008,2,1,2006,Garden,848529
P02018,Loganport,3292,2,1,2019,Garage,158927
P02019,Gregoryburgh,4086,1,3,2008,Pool,381234
P02020,North Jenniferport,2652,2,1,2007,Pool,128457
P02021,North Alyssa,3453,1,2,1995,Garden,859263
P02022,Dawnmouth,3155,1,3,1997,Pool,483495
P02023,Williamsport,583,5,1,2008,Garage,458328
P02024,North Robertport,2223,4,1,2004,Pool,614039
P02025,Evansburgh,4167,1,1,2020,Garage,319292
P02026,South Edward,890,4,3,2020,Garden,236267
P02027,Schwartzfort,508,3,1,2003,Pool,155472
P02028,West Sarah,3534,1,1,1990,None,469376
P02029,New Robert,4557,5,1,1994,None,259516
P02030,Hudsonview,959,5,1,2020,Garage,920407
P02031,West Mary,3467,1,2,1992,Garden,872160
P02032,Elliotttown,2776,4,1,2006,Garage,756544
P02033,Lake Paul,3079,4,1,1980,Garden,148331
P02034,Robertmouth,3635,3,3,2003,Pool,99596
P02035,Lake Marc,4607,1,1,2019,None,909067
P02036,Lindseymouth,2479,1,1,1989,Pool,153843
P02037,Jessefurt,3540,5,3,2015,Garage,403220
P02038,Micheleburgh,1910,2,1,1999,Garden,717698
P02039,Port Jennifer,2049,5,2,1981,Garage,512758
P02040,Mariachester,2679,1,3,1997,Garage,500625
P02041,Miguelview,2249,3,1,1995,Garden,730301
P02042,Brownhaven,2043,2,2,2020,Pool,458593
P02043,East Valerie,2775,1,1,1982,Pool,108230
P02044,Davidton,990,4,2,1988,Garden,893492
P02045,Nathanhaven,4727,5,2,1990,Garden,55123
P02046,East Carolyn,1089,2,1,2020,Garage,374527
P02047,West Kristamouth,1160,4,2,2017,None,59633
P02048,West Brittneymouth,322,3,1,2008,None,359626
P02049,Katieview,3078,5,3,1997,Garage,984419
P02050,North Ernesthaven,3714,5,2,2020,None,180246
P02051,Tanyaborough,4450,5,1,1983,Garage,715755
P02052,South Kelly,1438,5,3,2014,Garden,548998
P02053,East Lauren,3798,3,1,2000,Garage,694318
P02054,Smithberg,1276,3,3,1987,Garden,105723
P02055,Lake Michele,2244,4,1,2005,Pool,362477
P02056,Kellyhaven,360,5,1,2012,None,511965
P02057,Smithchester,4907,1,1,2017,None,846540
P02058,Brownstad,1266,4,1,1985,Pool,366302
P02059,Johnstown,2978,2,2,1993,Pool,975219
P02060,West Ryan,3436,2,3,1985,Garden,464533
P02061,Marychester,2894,5,2,1995,Garden,458326
P02062,Haysport,665,3,3,1987,None,483217
P02063,Port Thomas,3628,3,2,1982,Garage,561720
P02064,Josephberg,1227,4,1,1985,None,349156
P02065,Lisastad,4920,5,1,2019,None,947636
P02066,Dixonhaven,3966,2,1,2013,Pool,655529
P02067,West Andrewland,4823,3,1,1995,Garden,812562
P02068,Lake Stephanie,4203,3,3,1993,Garage,915294
P02069,Powellburgh,623,1,2,1984,Garage,916920
P02070,East Vanessaberg,4522,1,1,1987,Garden,261348
P02071,Fletchermouth,2080,2,3,2003,Garage,935596
P02072,Christopherchester,3735,4,1,1984,Garden,804271
P02073,Gregoryville,429,5,1,1993,Garden,462131
P02074,West Christopherstad,510,4,1,1985,Garage,707761
P02075,Lake Mason,3661,5,3,2010,Pool,836775
P02076,East Paige,476,1,2,1985,Pool,886725
P02077,Cynthiabury,4429,2,2,2020,Pool,828173
P02078,Goodwinville,985,2,1,1990,Pool,426987
P02079,East Sheilamouth,2023,2,2,1982,Pool,934103
P02080,Graybury,759,2,3,1984,Garden,462670
P02081,Port Sherribury,3633,5,3,1985,Garden,583027
P02082,Elizabethmouth,1342,4,1,2002,Pool,314866
P02083,East Donnafurt,2338,4,1,2002,None,446664
P02084,North Luis,926,4,3,2004,None,775407
P02085,Hendersonbury,1340,2,1,1994,None,402035
P02086,Markstad,4453,4,2,1998,Pool,976294
P02087,North Jasonstad,2631,1,2,1985,Garden,652478
P02088,Port Henry,3896,2,2,1991,Garden,237145
P02089,Jenniferside,1282,3,3,1984,None,304830
P02090,Wilsonland,1428,1,2,2003,Pool,450917
P02091,East Jenniferbury,1108,5,3,2006,Garden,283153
P02092,Lake Jimmyport,3511,4,1,1992,None,417851
P02093,Port Jefferyburgh,1244,5,1,2010,Pool,63383
P02094,Bethanybury,4200,1,2,2002,Pool,644412
P02095,Toddfort,443,1,1,2008,Garden,354933
P02096,Rivasborough,577,3,2,2002,Garden,791034
P02097,Joanchester,1745,5,1,1992,Garage,726845
P02098,Woodshire,3629,3,2,1994,None,906553
P02099,Port Christian,3461,4,3,2016,Pool,233753
P02100,Joshuaville,1354,3,2,1996,Garden,349134
P02101,Schneiderville,3803,4,2,2012,Garage,814002
P02102,South Hayleyview,2342,5,2,1992,None,869466
P02103,Graybury,3714,1,1,1980,Pool,152238
P02104,New Jason,771,2,1,2019,Pool,312965
P02105,Carolinefort,4382,5,3,2019,Garden,66325
P02106,North Valerie,4498,4,3,2013,Pool,977380
P02107,Richardmouth,2188,3,1,1994,None,375493
P02108,East Sarastad,1676,1,1,1998,Garden,804386
P02109,Moorechester,3860,2,2,1980,None,317980
P02110,Sandrachester,1200,5,3,1985,Garden,80822
P02111,East Laurenberg,1871,5,1,2006,None,521482
P02112,West Andrew,3399,5,1,2018,Garden,464376
P02113,East Andrew,306,2,3,2007,Garage,720267
P02114,Nelsonstad,1325,2,3,1989,Pool,986037
P02115,Jessicamouth,1257,1,2,1995,None,980193
P02116,Johnfort,2567,3,1,1995,Garden,476191
P02117,Mollyberg,2981,2,2,2015,None,765538
P02118,Port Jesustown,4133,2,3,2013,Garage,565302
P02119,East Davidstad,3638,2,3,2010,Garage,941366
P02120,Freemanville,4304,4,1,1985,Pool,446141
P02121,New Billy,2158,5,3,1996,Garden,414899
P02122,South Lisaberg,4150,2,3,1985,Pool,592337
P02123,Stoutland,3188,3,3,2001,Pool,621608
P02124,Port Dylanbury,1909,4,1,2018,Garden,790677
P02125,New Craigport,1565,1,1,1995,Garden,623844
P02126,Davidburgh,3795,5,1,2005,Pool,923760
P02127,Loriville,3443,5,3,1992,None,672872
P02128,Port Williambury,3305,1,3,2002,Pool,667228
P02129,Brandyshire,3651,1,1,2008,Garden,410504
P02130,New Feliciatown,4245,2,3,2008,Garden,105690
P02131,North Stacybury,331,3,3,2014,Garage,927950
P02132,Stricklandtown,3426,4,3,1985,None,601411
P02133,East Martha,4247,3,1,2001,None,893921
P02134,Popestad,726,3,3,1999,None,764148
P02135,Port Shanehaven,4645,3,3,1985,None,113660
P02136,Adamsfurt,3937,2,1,1991,Garden,443754
P02137,East Megan,2416,2,3,1980,None,428374
P02138,Lake Lisaburgh,821,2,3,1996,Pool,583146
P02139,Lake Adam,2809,2,2,2001,Garden,442038
P02140,Lake Tony,2781,5,3,2020,Pool,903657
P02141,Brandonport,4546,3,3,2000,Pool,912208
P02142,Johnsonfurt,4385,1,3,2000,Garage,346237
P02143,New Stevenborough,2796,3,2,1993,Pool,310498
P02144,New Darlenemouth,3310,4,3,2003,Pool,577124
P02145,Bowmanhaven,660,1,3,1997,None,474851
P02146,Shortmouth,1077,1,3,2006,None,260927
P02147,Angelafort,3472,4,3,2009,Pool,618274
P02148,Burkemouth,2126,2,1,1985,Garage,827702
P02149,South Courtney,448,1,2,1983,Garage,81013
P02150,East Robert,4299,4,1,1990,None,394242
P02151,Smithstad,4588,2,1,2001,Garden,296078
P02152,Blakeberg,1588,5,1,2015,Garage,486251
P02153,North Matthew,2784,1,2,2018,Garden,857526
P02154,Hernandezland,3123,4,1,1999,None,591198
P02155,South Ryanmouth,3127,1,2,2000,Garden,419859
P02156,Dawsonfort,454,3,3,2003,Garden,574875
P02157,Mejiaborough,3131,5,1,1998,Garage,512790
P02158,North Jacobshire,1786,3,1,2017,Garden,903429
P02159,Matthewfurt,3385,2,1,2007,Garden,171873
P02160,Phillipsbury,3311,5,3,2012,Pool,567346
P02161,South Richardside,3043,5,2,1991,None,940365
P02162,South Joseberg,2451,1,3,2015,Garage,548774
P02163,New Samueltown,2531,2,3,2006,Garden,622675
P02164,North Brianview,451,1,2,2001,Pool,407149
P02165,Lewismouth,4687,2,2,1981,Garage,436073
P02166,Lopezburgh,1233,1,3,2011,None,634956
P02167,Gregoryshire,2443,5,1,1988,Garage,99314
P02168,North Andreside,2582,2,1,1989,None,955159
P02169,New Jamesmouth,836,4,2,1985,Garage,404301
P02170,West Jonathanside,1383,2,1,2008,None,770198
P02171,Reginaldport,2436,1,1,2020,None,427386
P02172,West Kevin,2942,1,2,1984,Garden,374461
P02173,North Andrew,4903,3,2,2007,Pool,480096
P02174,Jeffreyport,3812,5,2,1981,None,378253
P02175,South Ericbury,4095,5,1,2017,Garage,839699
P02176,Burgesschester,3229,2,3,2018,Pool,897674
P02177,Howellmouth,3357,3,1,1982,None,169356
P02178,Port Jill,4074,3,3,1999,Pool,269482
P02179,East Victorfurt,1182,1,3,2002,Garage,534096
P02180,New Douglas,2321,4,1,1988,None,632350
P02181,Port Sean,4843,5,2,1989,Garden,728302
P02182,Erinbury,2278,2,1,1984,Garage,66835
P02183,Annahaven,3950,3,1,1988,Pool,271280
P02184,Port Robin,367,5,3,1994,Garage,958607
P02185,Dudleystad,2351,4,1,2004,Garage,317633
P02186,New Teresa,627,1,1,2013,None,688391
P02187,Port Kiarahaven,2048,1,2,1997,Garage,710645
P02188,South Elizabeth,1971,1,1,2011,Garage,857783
P02189,West Sydneyborough,1314,5,2,2001,Pool,110977
P02190,East Jenniferburgh,742,5,1,1990,Garden,745915
P02191,Clarkberg,1569,5,3,1991,Pool,821743
P02192,Bryanside,1549,3,3,2000,Pool,488797
P02193,South Brett,4045,3,3,2018,None,265341
P02194,North Janice,4878,5,3,1998,None,361055
P02195,Jamesberg,2861,1,2,2003,None,786880
P02196,Port Anitaborough,3718,4,2,2007,Pool,686758
P02197,North Jillmouth,587,3,3,2013,None,553914
P02198,Reedview,791,1,3,1985,Pool,316296
P02199,North Brian,1924,5,1,1981,Garden,702221
P02200,South Zachary,2486,2,2,2018,None,179166
P02201,West Sean,3827,2,3,2012,Garage,109807
P02202,Smithhaven,2520,1,1,1988,Garage,452310
P02203,Perrychester,2735,3,1,2015,Pool,113591
P02204,New Katherine,3719,2,3,1996,None,66632
P02205,New Kim,415,2,1,1993,Garden,849785
P02206,Edwardview,3588,1,2,1998,Garden,257258
P02207,Donnatown,4345,4,1,1996,Pool,876532
P02208,Garciaberg,1757,4,1,2002,Garden,191036
P02209,Williambury,4845,5,1,2006,Garden,805445
P02210,South Marybury,2727,2,1,1982,Pool,932837
P02211,North Ashleyland,4362,3,1,2012,Garden,608620
P02212,Brianmouth,2761,1,3,2020,None,657573
P02213,Lake Veronica,3016,4,3,1992,Garage,501138
P02214,Port Tanya,4201,5,3,1997,Garage,753077
P02215,Maryborough,4967,3,3,1984,Garden,933647
P02216,North Tamara,1478,5,3,1990,Garden,470104
P02217,Paulfurt,4644,3,1,1986,None,593143
P02218,North Chloe,2207,1,3,2003,Garage,650302
P02219,North Daniel,3500,3,2,2011,None,972052
P02220,East Erictown,1497,5,3,2009,Garage,635334
P02221,Anthonyfurt,876,1,1,1986,Garden,319503
P02222,West Kathrynshire,4220,1,1,2009,Garden,828972
P02223,East Williamport,4251,2,2,1996,None,376474
P02224,North Victoriaburgh,2472,1,3,2012,Garage,562722
P02225,Rubiofort,1669,3,2,2006,None,450226
P02226,West Teresa,4996,1,1,2012,Garden,578385
P02227,New Scott,4957,3,3,2009,Pool,78844
P02228,Michaelton,2807,2,3,2009,Garage,455607
P02229,Maloneville,3930,3,1,2013,Pool,646347
P02230,Port Elizabethmouth,335,4,1,2007,Pool,540988
P02231,Blairbury,821,1,2,1983,Pool,664084
P02232,New Catherine,1867,3,2,1982,Pool,398435
P02233,Lake William,3280,4,2,1996,Garden,889742
P02234,South Rachelburgh,595,2,1,1982,None,996105
P02235,East Ronnie,737,3,1,1986,Garage,678120
P02236,New William,3491,1,1,1987,Garden,321330
P02237,Port Matthew,3321,3,2,1984,Pool,494695
P02238,East Jasminebury,1312,2,2,2008,Pool,620400
P02239,Duncanfurt,466,3,3,2007,Garden,159923
P02240,Ashleyview,4399,3,3,1985,Garden,498566
P02241,West Ronaldhaven,1362,2,1,1996,None,898034
P02242,Staciechester,1811,4,2,1996,Pool,813110
P02243,New Jimmy,3245,4,1,1980,Garage,385889
P02244,Lake Alejandro,1552,3,1,2010,Garage,233080
P02245,Grimesburgh,4324,5,3,1983,Garage,711864
P02246,Houstonborough,726,3,3,1995,Pool,148206
P02247,Lake Rachael,1951,5,1,1990,None,884314
P02248,Carrieton,2860,1,3,1980,Pool,434908
P02249,New Robert,2823,4,2,1981,Pool,551790
P02250,South Matthew,3342,4,3,1989,Garden,376874
P02251,North Katie,3464,1,1,1993,Garden,456251
P02252,Wilkinsshire,1809,4,1,2015,None,862407
P02253,Andrewtown,1459,4,1,1998,Garage,94638
P02254,New Josephfort,485,3,3,2014,Garage,179928
P02255,Blackfort,2568,3,1,2019,Pool,958585
P02256,Port Arthur,4541,3,2,1989,Pool,993977
P02257,Burkeview,2399,5,2,1990,Garden,677446
P02258,Matthewfort,4579,1,3,1991,Pool,185165
P02259,Pearsonport,1066,5,2,1998,None,473312
P02260,East Jonathanmouth,3627,3,3,2013,Garage,687490
P02261,Anthonystad,4076,4,2,1983,Garden,78637
P02262,East Thomasfurt,2778,5,1,2009,None,660932
P02263,Gilbertfort,1905,4,3,1993,Garden,920678
P02264,Port Mark,1566,2,3,2016,Garden,599273
P02265,Bishopport,1197,1,3,2006,Pool,823817
P02266,Bryanshire,4208,3,2,2009,Garage,375946
P02267,Port Joshua,1914,2,1,2006,None,458565
P02268,Port Jameshaven,1624,2,2,2009,Garage,889741
P02269,Port Maryland,1064,5,2,2013,Pool,801541
P02270,Lake David,570,2,2,1996,Garage,697001
P02271,Lake Mistyville,1410,5,2,2020,Pool,537181
P02272,Heathton,4760,4,2,2020,Pool,314825
P02273,North Ronald,2246,2,3,2012,None,182593
P02274,New Davidtown,4091,5,1,2009,None,181164
P02275,East Angelaland,3574,1,1,2001,None,590546
P02276,North Denisetown,2236,1,3,2018,None,99945
P02277,Angelatown,4998,4,2,1999,Pool,202113
P02278,East Codytown,3397,1,3,1980,Garden,79145
P02279,East Tamarastad,3591,1,2,1986,Garage,148718
P02280,North Mary,1572,5,3,1987,None,954435
P02281,Edwardmouth,3331,3,3,2005,Garden,583116
P02282,Rickville,2326,3,1,1981,Pool,992756
P02283,Ericaport,3950,2,1,2009,Garage,653355
P02284,Ramirezburgh,4313,4,3,1989,Garden,272239
P02285,New Jacobfort,2355,2,3,1995,Pool,351472
P02286,South Lindsey,3876,4,3,1984,Garden,394672
P02287,Lake Steven,2389,1,3,1992,None,77733
P02288,Sarahmouth,4468,3,3,1988,Garage,722431
P02289,Jenniferfurt,377,3,2,2014,Garage,598823
P02290,Hoffmanview,3619,5,3,1984,Garage,59261
P02291,North Benjamin,2779,3,2,2019,Garage,363445
P02292,East Elizabethburgh,3265,2,2,1982,None,764271
P02293,Sullivanfurt,4292,2,3,2018,Pool,650135
P02294,Marcusland,1556,5,3,1985,Garage,58558
P02295,New Colinport,4084,5,1,1986,Pool,780703
P02296,Mcgeefort,3175,5,3,1998,Garden,991183
P02297,Lake Nicole,1925,1,3,1990,None,263267
P02298,Lake Nicolefurt,4894,2,2,2006,Garden,366134
P02299,Lutzshire,3884,1,2,2017,Garden,926345
P02300,Raymondmouth,3851,1,1,2012,None,565408
P02301,Pamelaborough,1623,4,1,2010,None,949446
P02302,West Catherinebury,4294,1,2,2018,Pool,813189
P02303,Port Robertland,907,5,1,2012,Garden,639370
P02304,New Sarahberg,4896,4,3,2000,Garage,356949
P02305,Duncanstad,3989,2,3,2007,Garage,104029
P02306,Juliehaven,3472,3,2,1982,Garden,842216
P02307,Courtneyfurt,4440,1,2,2014,Garden,417726
P02308,North Jessicaborough,4085,3,3,2005,Garden,667842
P02309,Lake Johnview,4768,4,3,2001,Pool,988152
P02310,West Brandiland,4583,5,2,2000,Garage,762507
P02311,South Sergiofort,1947,1,1,1998,Garage,416391
P02312,Williamsview,2933,1,2,1998,None,434174
P02313,West Steven,4342,4,1,1993,Garden,775722
P02314,North Daniel,1615,5,1,1983,Garden,842449
P02315,Brendantown,2106,2,1,2009,None,285203
P02316,New Darrellborough,361,4,3,1998,Garden,421631
P02317,Holmesfurt,4241,4,3,2017,Garage,920759
P02318,West William,3122,3,3,1996,None,950817
P02319,East Chelseafurt,1103,1,2,2020,None,389104
P02320,North Willie,4332,4,1,2003,Garden,746165
P02321,Melissatown,3847,2,3,1993,Garage,179667
P02322,East Michaelton,3569,5,1,1994,Pool,504003
P02323,Samuelburgh,3075,3,2,2006,Garage,284593
P02324,Hillburgh,2172,2,1,2009,Garage,347632
P02325,West Calebhaven,1901,2,3,2016,Garden,351100
P02326,Port Holly,2972,1,2,2005,None,235610
P02327,Johnburgh,3173,3,2,1980,Garden,406681
P02328,Dawnmouth,1885,5,2,2011,Garage,623079
P02329,East Angel,1127,3,2,2016,Garage,382959
P02330,Kevinfort,2532,2,3,1990,Pool,137709
P02331,Garciaview,623,3,2,1983,Pool,558346
P02332,Hensontown,4779,4,1,1998,None,670753
P02333,West Lisaport,3106,4,3,2007,None,138944
P02334,South Cynthia,3559,4,1,2018,Garden,480272
P02335,New Charlotteville,2626,3,1,2020,None,290416
P02336,Jenniferbury,2006,2,1,2015,Garage,978509
P02337,Barrettstad,4784,2,2,1997,Garage,224076
P02338,New Markstad,924,5,3,2016,None,149114
P02339,New Gene,2734,4,2,1998,Garden,691062
P02340,Dawnhaven,1565,5,1,2020,Pool,213819
P02341,Orrfurt,374,3,1,2001,Pool,444791
P02342,New Matthew,402,5,3,2004,Pool,194978
P02343,West Jessicaport,1565,5,2,2015,Garage,877332
P02344,Barbaramouth,3793,1,2,1991,None,337603
P02345,Lake Samuelchester,4973,4,1,1990,None,651595
P02346,Christinaland,338,5,1,2005,Garage,874577
P02347,East Brendaland,1312,3,1,1982,Garage,918091
P02348,Micheleborough,611,4,1,2007,Garden,871465
P02349,New Jennifer,3217,4,1,1989,Garage,918943
P02350,North Charleston,1802,2,3,2003,None,659411
P02351,New Angelaville,2384,3,1,2016,Garage,95852
P02352,Davidton,1878,5,1,2011,None,474060
P02353,South Antonio,4607,2,3,2005,Garden,904525
P02354,Kristinaview,3762,1,1,2003,Garden,920047
P02355,Rebeccaside,3847,2,2,1982,Garage,406689
P02356,Davisberg,1041,2,3,2012,None,282170
P02357,New Angelatown,4527,5,1,1985,Garage,667770
P02358,Marshallland,443,1,2,1986,Garage,91654
P02359,Lake Adam,1141,5,3,1981,None,499905
P02360,West Brittany,2043,4,1,1992,Garage,938284
P02361,Hoffmanmouth,4782,2,2,2019,None,353367
P02362,North Scottview,360,5,1,1982,Pool,336475
P02363,Port Jocelynfurt,581,3,1,2003,None,517966
P02364,Ruizborough,2136,2,2,1986,Garage,694699
P02365,Walkerchester,4525,1,2,2019,Garage,199425
P02366,Martinville,2023,2,1,1997,Garden,337001
P02367,North Stephen,2590,2,2,2009,Garden,75819
P02368,Lisaberg,563,2,2,2001,Garage,70944
P02369,South Mary,343,3,1,2008,Garden,102886
P02370,West Alejandro,4728,5,3,1986,Pool,261229
P02371,Pittmanview,4950,5,3,1981,Garage,239832
P02372,Jasonfurt,3322,5,3,2003,None,943273
P02373,Sarahbury,4194,2,1,1983,Pool,550397
P02374,Aaronstad,3148,4,3,1995,Garden,718812
P02375,Churchton,2383,1,1,2016,Garden,435160
P02376,West Cindy,4775,5,1,1989,Garden,653071
P02377,Port Joseph,3348,4,1,2012,Garage,334247
P02378,Smithmouth,1299,3,2,1997,None,228970
P02379,East Jacobmouth,4379,1,1,1986,Pool,544882
P02380,Davidchester,2940,3,1,2006,Garden,723828
P02381,Holmesstad,2773,4,2,2012,None,544469
P02382,West Crystal,4028,5,2,1985,Garage,767496
P02383,Jamesmouth,3110,4,2,1995,None,623652
P02384,New Derrickport,1014,5,3,2016,Garden,510784
P02385,Brendaberg,1797,2,1,1985,Garage,453170
P02386,Christopherton,2167,4,1,2011,Garden,900784
P02387,Hornefurt,4318,3,1,1999,Pool,938234
P02388,South Lindamouth,3524,3,3,1990,None,936007
P02389,East Jenniferland,691,3,2,2013,Garage,818224
P02390,Kennedyshire,2977,3,1,1987,None,788115
P02391,Lake Christinefurt,1659,1,2,2018,Garden,566903
P02392,Heatherport,1331,5,2,2008,Garage,989026
P02393,New Christineton,1316,4,2,2018,None,786268
P02394,Sharpbury,3572,5,2,2014,None,480685
P02395,Port Melanie,3379,1,3,1988,Garden,981254
P02396,Davisland,3800,2,2,1982,Pool,991506
P02397,Dennisshire,1896,4,1,2002,Garage,933631
P02398,Jenniferburgh,4261,5,1,1989,Garage,702050
P02399,Port Jessica,4656,1,1,1998,Pool,406214
P02400,North Jenniferside,338,3,2,1984,None,709588
P02401,South Rogerburgh,4457,2,1,2003,None,970560
P02402,Jeffreychester,4656,2,3,1999,None,638255
P02403,Lake Jeffreyfurt,1979,2,1,1983,Pool,655231
P02404,Jenniferfort,4417,1,1,2005,Garden,510095
P02405,Lake Andre,3853,2,3,2012,Pool,499163
P02406,West Robertside,2949,4,1,2011,Pool,126275
P02407,Thomasfurt,3885,1,3,2015,Garden,933778
P02408,Burnettshire,4916,1,3,1989,Pool,931982
P02409,South Matthewstad,4449,1,3,2017,Garage,977701
P02410,North Rachel,840,2,3,1987,Garage,744539
P02411,East Christopherberg,4141,5,1,1997,Garage,112524
P02412,Kathrynburgh,306,2,1,2013,Pool,921368
P02413,Port Jenniferside,4834,5,3,2014,None,946915
P02414,Lake Steven,3155,4,3,1983,Garage,219904
P02415,Kimstad,3776,2,2,1987,None,282856
P02416,Lake Steven,4505,3,1,1990,Pool,297126
P02417,West Sean,3544,3,1,2001,Garage,816618
P02418,Craneside,4651,5,3,1980,Pool,979174
P02419,Jesseshire,4773,1,1,2017,Garden,971357
P02420,Hayesberg,4775,1,2,1990,Pool,119730
P02421,South Williamborough,4627,4,1,2014,None,579044
P02422,Austintown,4494,2,1,1989,Garage,810561
P02423,Jonathanport,429,1,3,2000,None,562490
P02424,Johnsonstad,1239,2,3,1997,Garden,974165
P02425,Nelsonchester,3562,1,1,2010,Pool,75092
P02426,Whitefurt,4704,5,1,2014,Garage,921611
P02427,New Hollyton,3489,5,3,1988,None,58568
P02428,North Stephanie,2458,4,1,1986,None,983130
P02429,Hicksberg,2526,4,3,2014,Garage,249394
P02430,Victortown,2686,1,2,2014,Pool,758605
P02431,Port Paul,4168,5,1,2009,Pool,655407
P02432,West Hectorton,4797,3,3,2019,Garage,252721
P02433,New Angeltown,3924,1,2,1997,Garden,359952
P02434,East David,2847,4,2,1985,None,890903
P02435,South Charles,3176,1,1,1984,Garage,890527
P02436,Huffside,1945,5,1,2003,Garden,515882
P02437,South Danielfort,4836,3,3,1989,Garage,483062
P02438,West Crystalland,1006,1,2,2017,Garden,699189
P02439,Pamelaview,972,2,2,1994,Garage,239048
P02440,East Michele,1005,5,2,2009,Pool,200392
P02441,Vaughnshire,1551,5,1,2015,None,107737
P02442,Smithview,3078,2,2,1988,Pool,868550
P02443,Joseview,3130,4,3,2010,Garage,146273
P02444,Philipchester,4455,4,1,1988,Garage,232270
P02445,New Mariah,324,3,1,1985,None,369838
P02446,West Jamesborough,2412,5,2,2015,Garage,228360
P02447,Erinberg,362,2,3,2007,Garden,395556
P02448,New Regina,3716,4,2,1994,Garden,981029
P02449,Lake Kellyfurt,3375,5,3,1994,Pool,108181
P02450,East Robert,353,2,1,2000,Pool,635985
P02451,Danielfort,2599,3,3,1993,Garden,502871
P02452,New Davidland,554,2,2,2000,None,678827
P02453,West Justinhaven,2489,1,2,1986,Garden,116166
P02454,Davidshire,2386,5,2,1984,None,585820
P02455,Jimmyport,3062,4,2,1997,Garage,60554
P02456,West Jeremyhaven,1371,1,2,1986,None,75803
P02457,North Peterville,1457,3,1,1984,Pool,747588
P02458,Port Justinland,4968,3,3,1992,Garage,530140
P02459,Jonesborough,3035,1,1,1997,Garden,248403
P02460,New Michellefort,1510,3,2,1983,None,111675
P02461,New Oscarmouth,4107,4,1,1992,Pool,794455
P02462,Sandrashire,3754,3,1,1995,Garden,952385
P02463,Hernandezside,3037,3,1,2009,Garden,681275
P02464,South Cesar,1137,2,2,1992,Garden,162909
P02465,New Ashleyfurt,2149,2,3,1992,Garage,941756
P02466,Lake Jeffrey,3180,3,3,2015,Pool,691793
P02467,South Sharonchester,4637,5,3,2001,Garage,473920
P02468,Kevinmouth,1546,4,2,2019,Garage,388323
P02469,West Samantha,4436,5,2,2008,Garage,825657
